time;battery_voltage_computer;battery_current_computer;battery_voltage_husky;battery_current_husky;position_x;position_y;position_z;orientation_x;orientation_y;orientation_z;orientation_w;velocity_x;velocity_y;velocity_z;angular_x;angular_y;angular_z;linear_acceleration_x;linear_acceleration_y;linear_acceleration_z;temperature;humidity;route;speed;payload
1.0;25.701377868652344;-3.0447957515716566;23.827978134155273;-5.18656587600708;-79.94552832348731;40.443689306283424;247.13171385297176;-0.009302793070673944;-0.010205945931375028;0.9998420476913452;0.011192083358764648;0.007406993878922938;-0.002148111007642703;0.014711680785862987;0.00047502966481260955;-0.004297825042158365;0.001338049303740263;-0.19361448476091028;-0.1847735677845776;-9.800669597983363;30.11196327209473;28.357667922973643;A;1.0;12
1.1;25.71268653869629;-3.00593376159668;23.83802795410156;-5.2426371574401855;-79.94552833248005;40.44368930800109;247.13330129230027;-0.009302793070673944;-0.010205945931375028;0.9998420476913452;0.011192083358764648;0.007484362208469675;-0.002883050176544059;0.016009656003453842;-0.001443992368876934;-0.0004344197805039585;-0.0014460558304563165;-0.19987712681293487;-0.1847070374339819;-9.814660230875015;30.116987228393555;28.09130859375;A;1.0;12
1.2;25.720224380493164;-2.902301788330078;23.91172790527344;-5.108065605163574;-79.9455283418775;40.44368930978746;247.13495177471646;-0.009303883649408816;-0.010205401107668877;0.9998420476913452;0.011192049831151962;0.007731496919952626;-0.002578166795452961;0.016304272179160376;2.2486612579086795e-05;0.0037741074338555336;0.003241618629544973;-0.19571443917229767;-0.1833436311967671;-9.81203833937645;30.116987228393555;28.05327224731445;A;1.0;12
1.3;25.72148132324219;-2.902301788330078;23.898326873779297;-4.9174232482910165;-79.94552828032765;40.443689230637496;247.13658994132282;-0.009296981617808342;-0.010200650431215765;0.9998421669006348;0.011192976497113705;0.0019922928084459;-0.008287415076511389;0.016802844921973738;0.001332304673269391;-0.00017359499179292468;0.0032874115277081732;-0.2007643321529031;-0.1860659120790661;-9.826563992500306;30.122011184692386;28.05315589904785;A;1.0;12
1.4;25.69007110595703;-3.064226627349853;23.86147880554199;-5.085637092590332;-79.94552828321659;40.44368923764557;247.1381644948721;-0.00929809920489788;-0.010199600830674171;0.99984210729599;0.011192929930984974;0.002315515370738825;-0.007729994120039586;0.016234231943719202;-0.0010375233832746744;-0.0017823202069848774;0.00039667694363743067;-0.1943397222273052;-0.1843461728654802;-9.8110852432251;30.116987228393555;28.19998359680176;A;1.0;12
1.5;25.71394157409668;-2.9411637783050537;23.894977569580078;-5.0183515548706055;-79.9455281839871;40.443689140288356;247.13947229528424;-0.00928486417979002;-0.010200098156929016;0.9998422265052797;0.011194175109267237;-0.008750025139451504;-0.009388929952987336;0.013466605225080672;0.0030973439570516352;0.0017940319376066327;-0.0016148916911333804;-0.20159176798537373;-0.18133575215935707;-9.798687391877175;30.127037048339844;27.90632057189941;A;1.0;12
1.6;25.720224380493164;-2.9346866607666016;23.83802795410156;-5.029565811157227;-79.94552817374095;40.4436891476056;247.1409369751215;-0.00928486417979002;-0.010200098156929016;0.9998422265052797;0.011194175109267237;-0.00885576505766362;-0.00844129512225825;0.014873902549139697;-0.0015975229907780886;0.0005473456112667918;-0.0008823460666462779;-0.195621157810092;-0.18508142368867994;-9.81526366353035;30.132061004638672;28.02575492858887;A;1.0;12
1.7;25.72776222229004;-2.8310546875;23.915077209472656;-4.850137710571289;-79.94552816372526;40.44368915578168;247.14247864180803;-0.009286198765039444;-0.010199805721640587;0.9998422861099244;0.011194146238267422;-0.008622763462877173;-0.009198057528968785;0.015308741549008768;-0.0035439757630229;0.0002070974005619064;-0.002863886766135693;-0.1949894209764898;-0.18361147021874785;-9.818062140941619;30.14713478088379;27.71020317077637;A;1.0;12
1.8;25.711429595947266;-2.9152557849884038;23.908376693725586;-4.9622802734375;-79.94552823539195;40.4436890755324;247.14609004625683;-0.009305963292717934;-0.010196970775723456;0.9998421669006348;0.011192113161087036;0.008698377200487991;-0.012575321561730331;0.019291978646630858;-0.0007371712708845737;-6.955495337024331e-05;0.004230354446917772;-0.20345074402168395;-0.1846896236948669;-9.821427798271179;30.132061004638672;27.830121994018555;A;1.0;12
1.9;25.69886589050293;-3.00593376159668;23.894977569580078;-4.9622802734375;-79.94552824603153;40.443689087452995;247.147969168365;-0.009307155385613441;-0.010196818970143795;0.99984210729599;0.011192088946700096;0.00893018714900975;-0.012379563417749349;0.019410349625001242;0.0010671844938769937;0.00017972946807276458;-0.0006562970811501142;-0.190935400184244;-0.1831635917723179;-9.813510668277742;30.1370849609375;27.82456970214844;A;1.0;12
2.0;25.706403732299805;-2.960594654083252;23.87152862548828;-4.984708786010742;-79.9455281927438;40.44368897312527;247.14994882115718;-0.009300036355853079;-0.010202887468039993;0.99984210729599;0.011192373000085354;0.003041824351156581;-0.00899558515139476;0.016772403032887684;0.0005129588535055518;0.0010084990644827485;-0.0006158738979138434;-0.20435289630666376;-0.18428106777369976;-9.808600761294363;30.127037048339844;27.94979286193848;A;1.0;12
2.1;25.715198516845703;-2.9411637783050537;23.88157844543457;-5.096851348876953;-79.94552819665002;40.443688980957816;247.1516644104719;-0.009300036355853079;-0.010202887468039993;0.99984210729599;0.011192373000085354;0.003286176210398716;-0.00823328370153192;0.016091634050965278;0.0004187939339317381;-0.0033636263106018305;-0.00028857251163572073;-0.1905541251786053;-0.18319025142118334;-9.80000301539898;30.132061004638672;27.96054458618164;A;1.0;12
2.2;25.7239933013916;-2.9670717716217037;23.86147880554199;-5.0183515548706055;-79.94552820080918;40.44368898865296;247.153441973716;-0.00930111762136221;-0.01020151562988758;0.99984210729599;0.011192318983376026;0.003360785502492329;-0.009439215228661741;0.017800265505220264;-0.0006822966388426722;4.0690938476473086e-05;-0.003478240221738816;-0.20426504189148545;-0.18383589366450906;-9.815352541208267;30.127037048339844;28.020437240600586;A;1.0;12
2.3;25.7239933013916;-2.954117774963379;23.70403289794922;-6.173421859741211;-79.94552819089466;40.44368890727003;247.1572336077094;-0.009303145110607149;-0.010199215263128279;0.99984210729599;0.011192211881279944;0.005684761281478707;-0.011528913120125894;0.019019238016109385;0.00025528736296109855;0.0012824629666283727;-0.0004952278104610741;-0.1922178042121232;-0.18254943313077093;-9.815007555484772;30.127037048339844;27.993267059326172;A;1.0;12
2.4;25.68379020690918;-3.0707037448883057;23.83802795410156;-5.051994323730469;-79.94552819774039;40.44368891778213;247.15923716941475;-0.00930442102253437;-0.010199761018157005;0.99984210729599;0.011192206293344498;0.005421154841312145;-0.012876738994007215;0.021075495747357138;-0.001854513771831989;0.000772086961660534;0.0037278602831065655;-0.2043640242889524;-0.1859819314442575;-9.818757959604262;30.14211082458496;28.014652252197266;A;1.0;12
2.5;25.71017265319824;-2.9865026473999023;23.894977569580078;-5.0071372985839835;-79.94552818342504;40.44368884385386;247.16121810556942;-0.009305327199399471;-0.010196446441113949;0.99984210729599;0.011192268691956995;0.006621857833859411;-0.015646173754125803;0.01828080872938007;0.000887939939275384;-0.00241687404923141;0.0005990510107949376;-0.19356027010828256;-0.18701595671474933;-9.808304307460784;30.14713478088379;28.01997184753418;A;1.0;12
2.6;25.726505279541016;-2.8634395599365234;23.87152862548828;-5.096851348876953;-79.94552819141174;40.443688858557074;247.16309457713365;-0.009305327199399471;-0.010196446441113949;0.99984210729599;0.011192268691956995;0.006822264963314556;-0.016831021374156242;0.017830321367246584;0.0009006730397231877;-0.0004830617690458894;0.002026594942435621;-0.19988719498738647;-0.18489853374660006;-9.794962715506557;30.157184600830078;28.00343513488769;A;1.0;12
2.7;25.7239933013916;-2.8763935565948486;23.89162826538086;-5.029565811157227;-79.9455281997188;40.44368887274498;247.16498321363326;-0.009306519292294979;-0.010195722803473473;0.99984210729599;0.011192230507731438;0.006824417191498318;-0.01599687753544402;0.019058573655773733;-0.0018627467798069122;0.00032013017334975297;-0.0008800606592558324;-0.1962388978712261;-0.1861103509180248;-9.80664311349392;30.157184600830078;28.07951545715332;A;1.0;12
2.8;25.707660675048828;-2.954117774963379;23.898326873779297;-4.951066017150879;-79.94552818614534;40.44368877184939;247.16780889475345;-0.009307215921580791;-0.010199435986578465;0.9998420476913452;0.01119187008589506;0.007749885936617926;-0.014356246570486788;0.01918366810291227;0.0008368275593966246;0.0003329941537231207;-0.0011655475245788693;-0.1945174044929445;-0.18531816283240915;-9.808303138017656;30.162208557128906;28.155479431152344;A;1.0;12
2.9;25.707660675048828;-3.00593376159668;23.894977569580078;-4.984708786010742;-79.94552819567204;40.443688784113505;247.16985374571385;-0.009308616630733013;-0.010198407806456087;0.99984210729599;0.011191820725798609;0.007743954956610633;-0.01463650834732289;0.02059705306071653;-0.00024397418019361802;7.333799658226781e-06;0.001255736919119954;-0.2023954677768052;-0.1853111096285284;-9.816767567396164;30.162208557128906;27.90549659729004;A;1.0;12
3.0;25.71017265319824;-2.960594654083252;23.908376693725586;-4.928637504577637;-79.94552820524935;40.44368870176868;247.1700016751289;-0.009313527494668959;-0.010197571478784084;0.9998420476913452;0.011191301047801971;0.012457164574380359;-0.0159798607938193;0.01829734305551397;-0.00011011205788236111;0.0009647827828302981;0.0008449788438156247;-0.1931164481677115;-0.1840475628711284;-9.822960938215255;30.16723251342773;27.93798637390137;A;1.0;12
3.1;25.72776222229004;-2.8763935565948486;23.894977569580078;-5.130494594573975;-79.94552821999748;40.44368871592224;247.17178028331696;-0.009313527494668959;-0.010197571478784084;0.9998420476913452;0.011191301047801971;0.01246700539029542;-0.016579800245446374;0.01865112782238182;-0.0006042083259671924;-0.002774163614958525;0.0017234093975275755;-0.2013830954767764;-0.18576487183570864;-9.820139071941377;30.177282333374023;28.06818389892578;A;1.0;12
3.2;25.72776222229004;-2.9217326641082764;23.894977569580078;-4.973494529724121;-79.94552823497042;40.44368873083156;247.17364683257043;-0.009314702823758124;-0.010197810828685759;0.9998419880867004;0.011191289871931076;0.012507717595673951;-0.016063340801845113;0.01885087026695121;0.001072551473043859;0.0013735092943534255;0.004141446202993393;-0.1924152756482363;-0.18569719031453133;-9.80714012682438;30.19235610961914;28.05696678161621;A;1.0;12
3.3;25.715198516845703;-2.954117774963379;23.90502738952637;-4.894994735717773;-79.94552812079046;40.443688623821075;247.17270201140641;-0.009298138320446014;-0.010202333331108092;0.99984210729599;0.011192686855793001;-0.0012171052444869168;-0.01379319166982531;0.014330035756640032;0.0004846992960665375;-0.0019977146293967962;-0.0024377135559916496;-0.19987864343449474;-0.1864556472748518;-9.799020098447805;30.19738006591797;27.98076248168945;A;1.0;12
3.4;25.69132804870605;-3.0577497482299805;23.86147880554199;-5.0183515548706055;-79.94552811971133;40.44368863594779;247.17425857087227;-0.009299024939537048;-0.01020129956305027;0.9998421669006348;0.011192645877599716;-0.0007688330769665138;-0.013512535721718727;0.01453597855643079;-0.0014856887282803655;-0.0016343739116564393;-0.00021933816606178882;-0.19537369268015028;-0.18292793070897465;-9.807131940722464;30.207429885864247;27.96965789794922;A;1.0;12
3.5;25.711429595947266;-3.0124106407165527;23.87152862548828;-5.06320858001709;-79.94552809141224;40.44368851145149;247.175776961945;-0.009298920631408691;-0.010210239328444004;0.9998420476913452;0.011192075908184052;-0.0007959740191356103;-0.007288069362673504;0.01729155392457068;0.0005599558353424072;-0.0010738444980233908;-0.0022265694569796324;-0.1984332117252052;-0.1816239833459258;-9.812216094732284;30.217477798461914;27.9748592376709;A;1.0;12
3.6;25.72148132324219;-2.9476406574249268;23.851428985595703;-5.06320858001709;-79.94552809073777;40.44368851766943;247.1775731097311;-0.009298920631408691;-0.010210239328444004;0.9998420476913452;0.011192075908184052;-0.0009437964250508336;-0.0069246859171356034;0.0187841211517419;0.0013413559645414352;-0.0011995112290605905;-0.005201295949518682;-0.19645603056997066;-0.18607325764372945;-9.8246309030056;30.227527618408203;27.980058670043945;A;1.0;12
3.7;25.726505279541016;-2.908778667449951;23.86482810974121;-5.029565811157227;-79.94552809042301;40.443688524265255;247.17945602045955;-0.009300322271883488;-0.010209623724222185;0.9998419880867004;0.011192036792635921;-0.0007116563294195898;-0.007344603348551636;0.019539041547574944;4.216676643409301e-06;0.0004696552350651473;-0.0011555363889783619;-0.1964603246189654;-0.18691498260945089;-9.824685866832734;30.23757743835449;27.99069595336914;A;1.0;12
3.8;25.71645545959473;-3.0124106407165527;23.8748779296875;-5.0071372985839835;-79.9455280825094;40.44368844552753;247.17738552180683;-0.009303865022957323;-0.010206408798694607;0.99984210729599;0.011191788129508495;0.003047115729889401;-0.010942402360074977;0.01566971509852995;0.0010232446948066354;0.00025856724823825056;-0.001150329364463687;-0.1999502352811396;-0.1846947217360139;-9.822142328023912;30.25265121459961;27.979475021362305;A;1.0;12
3.91;25.71268653869629;-2.9670717716217037;23.86482810974121;-4.838923454284668;-79.94552808622453;40.44368845586785;247.17881409985569;-0.009304839186370371;-0.01020611636340618;0.9998420476913452;0.01119176484644413;0.0033147746028240744;-0.0110641375148242;0.014416915731889256;0.0006646781694144013;2.5446601284784265e-05;-0.0009739368688315152;-0.19625393617898226;-0.1819009951874614;-9.801292326450348;30.25767517089844;28.10980987548828;A;1.0;12
4.01;25.726505279541016;-2.889347553253174;23.86482810974121;-4.771637439727783;-79.94552809367165;40.443688373179505;247.17656292369216;-0.009310958907008171;-0.010204371064901352;0.9998420476913452;0.01119125820696354;0.008674614310572277;-0.013748406939498687;0.008832177689126013;0.00035928303259424865;0.0009991149418056011;0.00028603189275600016;-0.2005251262150705;-0.18443855887278915;-9.797103381156921;30.26772499084473;27.99542999267578;A;1.0;12
4.1;25.78178596496582;-2.371187686920166;24.15627098083496;-4.480066299438477;-79.9455281040639;40.443688385203174;247.177579868339;-0.009310958907008171;-0.010204371064901352;0.9998420476913452;0.01119125820696354;0.008808171410942131;-0.013487148766673413;0.009483208625753754;0.0011516078375279903;-0.002939223311841488;-0.0002686898806132376;-0.1953806545212865;-0.1858184834942221;-9.802568188905717;30.277772903442386;28.006067276000977;A;1.0;12
4.21;25.726505279541016;-2.960594654083252;23.86147880554199;-4.928637504577637;-79.94552811480466;40.44368839732987;247.178622650668;-0.009312135167419907;-0.010203434154391287;0.9998420476913452;0.01119121443480253;0.009077957657915206;-0.013872113794416144;0.010816442698015422;-0.0007709956262260674;0.0012979593593627214;0.001631817314773798;-0.1986788861453533;-0.1865696679800749;-9.825083477497099;30.287822723388672;27.98952674865723;A;1.0;12
4.3;25.71771240234375;-2.9670717716217037;23.88827705383301;-4.973494529724121;-79.94552809584678;40.4436883170806;247.17823676181584;-0.009312168695032595;-0.010202400386333466;0.9998420476913452;0.011191223748028278;0.009732873136309356;-0.015687056943995137;0.012695929005984829;-0.0013066886458545925;-0.0013534531462937591;0.0002479107643011957;-0.1964702648855746;-0.18306714925915005;-9.830234874486925;30.287822723388672;27.98952674865723;A;1.0;12
4.41;25.69509696960449;-3.090134620666504;23.82127952575684;-5.051994323730469;-79.94552810712145;40.44368833085628;247.1794270935804;-0.00931338593363762;-0.0102021973580122;0.9998419880867004;0.011191200464963913;0.0096658915621759;-0.01604869315838276;0.013486614649163415;-0.0015693024033680554;0.00045668601524084806;-0.0002202033065259457;-0.19972570220008493;-0.18399453593418005;-9.824425081014633;30.30289649963379;28.23923110961914;A;1.0;12
4.51;25.71268653869629;-3.1808125972747803;23.84137916564941;-5.0071372985839835;-79.9455281183624;40.443688344597575;247.18064389260115;-0.00931338593363762;-0.0102021973580122;0.9998419880867004;0.011191200464963913;0.00969724465662353;-0.015736526890053358;0.01304935592851463;0.0014061623951420188;6.358993414323777e-05;-0.001335530076175928;-0.19406060904264447;-0.1852085823565721;-9.817085655927661;30.2928466796875;28.02202606201172;A;1.0;12
4.6;25.72148132324219;-2.954117774963379;23.84807777404785;-5.130494594573975;-79.9455280967629;40.4436882214067;247.17993737173825;-0.00931311771273613;-0.010210199281573296;0.9998419284820556;0.011190705001354221;0.009819212641038058;-0.010321877177818104;0.011251937299698991;-0.0007983662653714418;0.0013305628672242165;-0.002223108895123005;-0.20074898321181536;-0.18295351227745416;-9.79041182756424;30.297870635986328;28.005599975585927;A;1.0;12
4.7;25.7239933013916;-2.960594654083252;23.87152862548828;-5.0183515548706055;-79.94552810860527;40.44368823002938;247.18118122288587;-0.009314102120697498;-0.010209769010543823;0.9998419284820556;0.011190678924322128;0.00982957803647212;-0.009611783829455966;0.012276324763137038;-0.0003703089023474603;-0.0009580071782693268;-0.002228838624432683;-0.1948058549501002;-0.18581238046288487;-9.80523919701576;30.287822723388672;28.00583457946777;A;1.0;12
4.81;25.71268653869629;-3.038318634033203;23.86482810974121;-4.9622802734375;-79.94552797264595;40.44368812047676;247.18399893095344;-0.00929469894617796;-0.01021468173712492;0.9998420476913452;0.011192199774086477;-0.006273314286598269;-0.007406344902409875;0.01709873366604544;-0.0028687843587249517;0.0009077647700905801;0.002641813363879919;-0.1977405724860728;-0.18322140611708165;-9.809577831029893;30.287822723388672;28.01127052307129;A;1.0;12
4.9;25.64107322692871;-2.9800257682800293;23.854778289794922;-5.141708850860597;-79.9455279655529;40.443688126041984;247.18593804164416;-0.009296084754168987;-0.010213252156972885;0.9998420476913452;0.011192141100764276;-0.006366460925783229;-0.00720973278323239;0.020399479104524536;0.0005247402004897592;-0.0012591202976182105;-0.0008377927588298918;-0.2006395306438208;-0.1841563393548131;-9.827439905405043;30.28279685974121;28.01138687133789;A;1.0;12
5.0;25.715198516845703;-2.908778667449951;23.898326873779297;-4.838923454284668;-79.94552791617703;40.4436880450026;247.18744821868458;-0.009294512681663036;-0.010210651904344559;0.99984210729599;0.011192390695214272;-0.007407289653830838;-0.01023618674176634;0.02310336791265671;0.0008798069902695713;-0.0008875641506165266;-0.0012686635600402953;-0.1918156071379781;-0.18454819416627288;-9.819588264226915;30.277772903442386;28.01693916320801;A;1.0;12
5.1;25.72148132324219;-2.8828706741333012;23.88492774963379;-5.141708850860597;-79.94552790774631;40.44368805359091;247.18978640435824;-0.009294512681663036;-0.010210651904344559;0.99984210729599;0.011192390695214272;-0.0074268807752270434;-0.011004799819082284;0.0233214162368702;-0.0017264087218791244;0.0005303419311530888;0.0020171590149402627;-0.2034283236041665;-0.18492418840527536;-9.808595498800278;30.277772903442386;28.207189559936523;A;1.0;12
5.2;25.725250244140625;-2.9735486507415767;23.85812759399414;-4.928637504577637;-79.94552789958537;40.443688062144886;247.19216411815586;-0.009295929223299026;-0.010210965760052204;0.9998420476913452;0.011192379519343376;-0.007237520999453923;-0.010248854307664094;0.023259096805558883;0.00014305954391602432;0.0019068261608481407;0.0008944726432673633;-0.19351782297715545;-0.1838720550388098;-9.798094484210015;30.28279685974121;28.01138687133789;A;1.0;12
5.3;25.71017265319824;-3.00593376159668;23.86817741394043;-4.973494529724121;-79.94552789033969;40.443687968394755;247.19124994099698;-0.009302200749516487;-0.01021261140704155;0.9998419880867004;0.011191640980541706;-0.0013839860233471836;-0.010546940821372086;0.02113435722829912;0.0021466994658112526;0.000372946698917076;-4.548911601887085e-05;-0.200312232747674;-0.1835484481975436;-9.799157508015632;30.277772903442386;28.033246994018555;A;1.0;12
5.4;25.67876434326172;-3.1030886173248287;23.81122970581055;-5.040780067443848;-79.94552788909756;40.4436879771205;247.1935742574148;-0.009303470142185688;-0.010211224667727949;0.9998420476913452;0.011191584169864656;-0.001393957019830866;-0.01018201033443559;0.023290457171867986;-0.000257983774645254;0.0007272501825354992;0.0008399000507779419;-0.1972908850573004;-0.1834188410080969;-9.812221941947938;30.30289649963379;28.02722930908203;A;1.0;12
5.5;25.70263481140137;-3.00593376159668;23.86482810974121;-5.096851348876953;-79.94552787552412;40.443687861659114;247.19027195508687;-0.009308459237217905;-0.010217690840363504;0.9998419284820556;0.011190748773515223;0.0033969063638911844;-0.005782502111713874;0.017399614962944145;-0.0007864300860092044;-0.0011635401751846075;0.002778309630230069;-0.1965066820755601;-0.18398777509108186;-9.809915215373039;30.297870635986328;27.98929214477539;A;1.0;12
5.6;25.69384002685547;-3.2585365772247314;23.747581481933594;-5.579065322875977;-79.9455278798238;40.4436878668121;247.1921433829572;-0.009308459237217905;-0.010217690840363504;0.9998419284820556;0.011190748773515223;0.003330022105802349;-0.005692721428397855;0.019887670672520345;-0.0010149497538805008;-0.0004058459307998419;-0.002763411495834589;-0.1999227168224752;-0.18612626630812884;-9.823765515089038;30.287822723388672;27.94603729248047;A;1.0;12
5.7;25.63353538513184;-3.00593376159668;23.744230270385746;-5.500565528869629;-79.94552788437638;40.443687871965096;247.19406599294015;-0.009309730492532252;-0.010217645205557345;0.9998418688774108;0.011190729215741158;0.0035355740198038756;-0.005601209718298675;0.020260392417206927;0.0012681850930675864;-0.0017963883001357317;0.0002634476113598794;-0.1938997923396528;-0.185087782535702;-9.81919767022133;30.287822723388672;27.93516540527344;A;1.0;12
5.8;25.673738479614247;-3.2520596981048584;23.77773094177246;-5.3659939765930185;-79.94552779208816;40.44368776639745;247.19137899622882;-0.009300084784626959;-0.010221085511147976;0.9998419284820556;0.011191383004188538;-0.004080848401618825;-0.004323775492089623;0.01686339048182494;-0.0006060129380784929;0.003540394827723503;0.0011664400808513165;-0.20310597756877544;-0.1829479208774865;-9.800231056809428;30.272748947143555;27.90290260314941;A;1.0;12
5.9;25.68881607055664;-3.096611738204956;23.834678649902344;-5.029565811157227;-79.94552778766483;40.44368776993584;247.19311474471908;-0.009301106445491314;-0.01022033393383026;0.9998419284820556;0.011191347613930702;-0.004097622369029204;-0.00370331044071133;0.0177578755017805;-0.0015201573260128498;-0.0011785804526880386;0.0005366220721043646;-0.19349620655179026;-0.18465821318328385;-9.81111330986023;30.28279685974121;27.837432861328125;A;1.0;12
6.0;25.69007110595703;-3.03184175491333;23.844728469848643;-5.175351619720459;-79.94552777490073;40.443687689514796;247.19146130279262;-0.009308175183832644;-0.01021675206720829;0.9998419284820556;0.011190871708095074;0.002396866542785957;-0.00850746256277451;0.017025493533386254;-0.003314296482130885;0.0016831940738484266;0.0007449460681527853;-0.19975267248228198;-0.18348904414102435;-9.792839591503144;30.277772903442386;27.886476516723643;A;1.0;12
6.1;25.687559127807607;-3.2067205905914307;23.807880401611328;-5.208994388580322;-79.945527777992;40.44368769638546;247.19335369042682;-0.009308175183832644;-0.01021675206720829;0.9998419284820556;0.011190871708095074;0.002462173318901837;-0.008018859166738371;0.019044626194246288;0.000869312381837517;-0.0012205993989482526;-0.00025985954562202096;-0.197917852755636;-0.1847971211001277;-9.8132253241539;30.277772903442386;27.85929679870605;A;1.0;12
6.2;25.71268653869629;-2.9929797649383545;23.84137916564941;-5.074422836303711;-79.94552778143733;40.443687703290465;247.1952983636744;-0.009309449233114721;-0.010216532275080679;0.9998419284820556;0.011190848425030708;0.002723800409548549;-0.008502964522961181;0.019847126304340167;0.002480093156918884;0.0022287620231509213;0.0002975872193928808;-0.19678917568176985;-0.18386412475258115;-9.820471193790436;30.287822723388672;27.717716217041016;A;1.0;12
6.3;25.69886589050293;-3.3362605571746826;23.75428009033203;-5.253851413726807;-79.94552779202633;40.44368756649568;247.19122377036697;-0.009318243712186813;-0.01022818312048912;0.9998417496681212;0.011189410462975502;0.010708171223120412;0.0006444296222715086;0.01760012830143905;0.0009615792077966033;-0.0013945961836725473;-0.0017656586132943628;-0.2006977104395628;-0.1834615987725556;-9.819632703065873;30.307920455932607;27.864023208618164;A;1.0;12
